,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales,Efficiency,Drag_Coefficient,Tire_Rolling_Resistance,Primary_Manufacturing_Location,Secondary_Manufacturing_Location,Annual_Production_Capacity,Year_Operations_Started
167,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2023-09-06,2023-09-06,120,0.26,0.29,0.01,UK,UK,291315,2014
168,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2022-01-30,2022-01-30,22,0.36,0.23,0.01,Sweden,Sweden,447546,2017
169,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-09-05,2023-09-05,194,0.21,0.25,0.01,UK,Sweden,169318,1991
170,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2019-03-14,2019-03-14,79,0.23,0.22,0.01,Sweden,China,378616,2002
171,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2019-12-05,2019-12-05,26,0.36,0.34,0.01,Sweden,China,378616,2002
172,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-06-13,2022-06-13,160,0.24,0.29,0.01,Sweden,China,342446,1997
173,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2023-04-24,2023-04-24,129,0.29,0.29,0.01,South Korea,China,107624,1995
174,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2020-11-08,2020-11-08,40,0.29,0.29,0.01,South Korea,China,107624,1995
175,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2019-12-14,2019-12-14,92,0.21,0.31,0.01,Mexico,Germany,494250,2010
176,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2023-03-21,2023-03-21,162,0.21,0.31,0.01,Mexico,Germany,494250,2010
177,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-09-15,2023-09-15,92,0.37,0.24,0.01,Japan,Sweden,300990,2015
178,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,7,2015-03-03,2015-03-03,76,0.33,0.26,0.01,Mexico,Japan,150730,2002
179,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2023-08-16,2023-08-16,169,0.29,0.29,0.01,South Korea,China,107624,1995
180,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2023-07-15,2023-07-15,164,0.26,0.29,0.01,UK,UK,291315,2014
181,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2020-12-13,2020-12-13,104,0.36,0.22,0.01,Sweden,Sweden,447546,2017
182,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-09-14,2021-09-14,92,0.31,0.26,0.01,Sweden,China,342446,1997
183,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2017-09-24,2017-09-24,16,0.25,0.3,0.01,Mexico,Mexico,170850,1993
184,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2022-07-17,2022-07-17,147,0.26,0.35,0.01,UK,Sweden,169318,1991
185,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,7,2017-04-04,2017-04-04,26,0.34,0.26,0.01,Mexico,Mexico,206080,1999
186,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-05-17,2022-05-17,182,0.35,0.31,0.01,Mexico,Germany,494250,2010
187,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2023-11-30,2023-11-30,48,0.23,0.27,0.01,South Korea,China,107624,1995
188,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,4,2023-04-21,2023-04-21,45,0.37,0.24,0.01,Japan,Sweden,300990,2015
189,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2022-03-14,2022-03-14,69,0.25,0.3,0.01,Mexico,Mexico,170850,1993
190,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2015-12-22,2015-12-22,65,0.34,0.26,0.01,Mexico,Mexico,206080,1999
191,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,Missing,2019-06-27,92,0.31,0.26,0.01,Sweden,China,342446,1997
192,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2017-08-03,2017-08-03,29,0.39,0.29,0.01,UK,UK,126978,2020
193,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2017-12-26,2017-12-26,29,0.23,0.22,0.01,Sweden,China,378616,2002
194,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2018-04-01,2018-04-01,41,0.33,0.26,0.01,Mexico,Japan,150730,2002
195,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-04-24,2022-04-24,135,0.36,0.34,0.01,Sweden,China,378616,2002
196,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-01-30,2017-01-30,99,0.37,0.24,0.01,Japan,Sweden,300990,2015
197,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,2,2021-09-16,2021-09-16,33,0.35,0.25,0.01,Japan,Sweden,300990,2015
198,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-11-27,2015-11-27,27,0.26,0.35,0.01,UK,Sweden,169318,1991
199,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-10-20,2015-10-20,22,0.33,0.26,0.01,Mexico,Japan,150730,2002
200,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2015-04-06,2015-04-06,87,0.37,0.31,0.01,Germany,USA,498290,1998
201,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2016-02-19,2016-02-19,71,0.34,0.26,0.01,Mexico,Mexico,206080,1999
202,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-03-14,2016-03-14,11,0.23,0.22,0.01,Sweden,China,378616,2002
203,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-12-11,2022-12-11,95,0.23,0.27,0.01,South Korea,China,107624,1995
204,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-12-30,2017-12-30,73,0.34,0.26,0.01,Mexico,Mexico,206080,1999
205,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-11-06,2015-11-06,103,0.29,0.29,0.01,South Korea,China,107624,1995
206,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-01-18,2021-01-18,172,0.29,0.29,0.01,South Korea,China,107624,1995
207,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-06-08,2018-06-08,31,0.23,0.27,0.01,South Korea,China,107624,1995
208,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-11-15,2019-11-15,93,0.37,0.32,0.01,South Korea,Sweden,72981,2019
209,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2016-02-15,2016-02-15,96,0.36,0.34,0.01,Sweden,China,378616,2002
210,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-10-26,2015-10-26,66,0.39,0.22,0.01,Mexico,Mexico,170850,1993
211,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2018-01-15,2018-01-15,82,0.36,0.22,0.01,Sweden,Sweden,447546,2017
212,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-09-13,2021-09-13,114,0.21,0.31,0.01,Mexico,Germany,494250,2010
213,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-05-25,2016-05-25,71,0.29,0.29,0.01,South Korea,China,107624,1995
214,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,Missing,2022-07-28,148,0.34,0.26,0.01,Mexico,Mexico,206080,1999
215,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-03-21,2020-03-21,97,0.26,0.29,0.01,UK,UK,291315,2014
216,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-03-12,2019-03-12,42,0.37,0.32,0.01,South Korea,Sweden,72981,2019
217,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2016-06-20,2016-06-20,83,0.39,0.22,0.01,Mexico,Mexico,170850,1993
218,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2022-03-13,2022-03-13,109,0.26,0.35,0.01,UK,Sweden,169318,1991
219,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,7,2022-01-06,2022-01-06,144,0.23,0.27,0.01,South Korea,China,107624,1995
220,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-12-08,2016-12-08,116,0.21,0.25,0.01,UK,Sweden,169318,1991
221,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-12-19,2023-12-19,30,0.21,0.25,0.01,UK,Sweden,169318,1991
222,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-10-26,2021-10-26,111,0.26,0.35,0.01,UK,Sweden,169318,1991
223,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2021-02-14,2021-02-14,126,0.23,0.22,0.01,Sweden,China,378616,2002
224,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2022-11-16,2022-11-16,37,0.31,0.26,0.01,Sweden,China,342446,1997
225,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-11-20,2018-11-20,65,0.23,0.27,0.01,South Korea,China,107624,1995
226,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2022-03-07,2022-03-07,174,0.39,0.22,0.01,Mexico,Mexico,170850,1993
227,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-02-15,2023-02-15,222,0.31,0.26,0.01,Sweden,China,342446,1997
228,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-06-19,2016-06-19,65,0.29,0.29,0.01,South Korea,China,107624,1995
229,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-06-12,2023-06-12,215,0.31,0.26,0.01,Sweden,China,342446,1997
230,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-09-26,2022-09-26,138,0.35,0.25,0.01,Japan,Sweden,300990,2015
231,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2022-07-15,2022-07-15,150,0.35,0.31,0.01,Mexico,Germany,494250,2010
232,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-10-26,2018-10-26,33,0.37,0.32,0.01,South Korea,Sweden,72981,2019
233,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2022-09-21,2022-09-21,42,0.26,0.35,0.01,UK,Sweden,169318,1991
234,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-11-26,2020-11-26,112,0.39,0.29,0.01,UK,UK,126978,2020
235,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2021-08-07,Missing,29,0.39,0.29,0.01,UK,UK,126978,2020
236,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2016-05-15,2016-05-15,71,0.4,0.22,0.01,UK,UK,291315,2014
237,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2015-05-16,2015-05-16,60,0.21,0.31,0.01,Mexico,Germany,494250,2010
238,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2017-12-10,2017-12-10,94,0.36,0.23,0.01,Sweden,Sweden,447546,2017
239,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,2,2022-07-28,2022-07-28,126,0.4,0.22,0.01,UK,UK,291315,2014
240,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-12-30,2015-12-30,90,0.26,0.31,0.01,Mexico,Mexico,206080,1999
241,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-02-09,2022-02-09,102,0.29,0.29,0.01,South Korea,China,107624,1995
242,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-03-22,2015-03-22,95,0.29,0.29,0.01,South Korea,China,107624,1995
243,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-06-20,2015-06-20,13,0.26,0.29,0.01,UK,UK,291315,2014
244,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-10-16,2019-10-16,138,0.34,0.26,0.01,Mexico,Mexico,206080,1999
245,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-12-01,2023-12-01,137,0.36,0.34,0.01,Sweden,China,378616,2002
246,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2018-08-16,2018-08-16,102,0.39,0.29,0.01,UK,UK,126978,2020
247,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2016-11-19,2016-11-19,87,0.25,0.3,0.01,Mexico,Mexico,170850,1993
248,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-08-11,2018-08-11,91,0.26,0.35,0.01,UK,Sweden,169318,1991
249,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-07-23,2015-07-23,71,0.35,0.25,0.01,Japan,Sweden,300990,2015
250,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-03-26,2020-03-26,115,0.37,0.32,0.01,South Korea,Sweden,72981,2019
251,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2017-11-19,2017-11-19,31,0.37,0.31,0.01,Germany,USA,498290,1998
252,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-12-02,2015-12-02,105,0.26,0.35,0.01,UK,Sweden,169318,1991
253,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2017-01-17,2017-01-17,63,0.26,0.29,0.01,UK,UK,291315,2014
254,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2022-11-21,2022-11-21,216,0.26,0.35,0.01,UK,Sweden,169318,1991
255,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2019-05-06,2019-05-06,101,0.34,0.26,0.01,Mexico,Mexico,206080,1999
256,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-04-26,2017-04-26,31,0.37,0.24,0.01,Japan,Sweden,300990,2015
257,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-01-12,2020-01-12,87,0.35,0.27,0.01,Mexico,Germany,494250,2010
258,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2017-06-22,2017-06-22,68,0.37,0.32,0.01,South Korea,Sweden,72981,2019
259,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2018-11-14,2018-11-14,28,0.39,0.22,0.01,Mexico,Mexico,170850,1993
260,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-02-12,2021-02-12,97,0.21,0.31,0.01,Mexico,Germany,494250,2010
261,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2020-11-19,2020-11-19,185,0.26,0.35,0.01,UK,Sweden,169318,1991
262,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-04-27,Missing,108,0.29,0.29,0.01,South Korea,China,107624,1995
263,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-07-09,2021-07-09,207,0.29,0.29,0.01,South Korea,China,107624,1995
264,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-11-23,2022-11-23,122,0.34,0.26,0.01,Mexico,Mexico,206080,1999
265,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-04-24,2022-04-24,205,0.36,0.34,0.01,Sweden,China,378616,2002
266,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2016-01-22,2016-01-22,59,0.4,0.22,0.01,UK,UK,291315,2014
267,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2022-10-18,2022-10-18,224,0.25,0.3,0.01,Mexico,Mexico,170850,1993
268,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2022-08-07,2022-08-07,109,0.37,0.31,0.01,Germany,USA,498290,1998
269,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,2,2018-02-12,2018-02-12,86,0.34,0.26,0.01,Mexico,Mexico,206080,1999
270,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2019-02-04,2019-02-04,83,0.37,0.24,0.01,Japan,Sweden,300990,2015
271,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2020-12-27,2020-12-27,31,0.39,0.29,0.01,UK,UK,126978,2020
272,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-08-23,2016-08-23,101,0.35,0.31,0.01,Mexico,Germany,494250,2010
273,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-04-10,2016-04-10,94,0.29,0.29,0.01,South Korea,China,107624,1995
274,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2019-06-17,2019-06-17,132,0.39,0.22,0.01,Mexico,Mexico,170850,1993
275,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2015-10-30,2015-10-30,89,0.4,0.22,0.01,UK,UK,291315,2014
276,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2017-12-22,2017-12-22,98,0.26,0.35,0.01,UK,Sweden,169318,1991
277,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,Missing,2020-05-21,110,0.25,0.3,0.01,Mexico,Mexico,170850,1993
278,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2017-04-13,2017-04-13,91,0.26,0.35,0.01,UK,Sweden,169318,1991
279,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-10-15,2015-10-15,75,0.35,0.31,0.01,Mexico,Germany,494250,2010
280,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,Missing,2021-07-25,128,0.23,0.22,0.01,Sweden,China,378616,2002
281,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2023-11-19,2023-11-19,117,0.35,0.25,0.01,Japan,Sweden,300990,2015
282,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-07-01,2022-07-01,40,0.39,0.29,0.01,UK,UK,126978,2020
283,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-05-08,Missing,35,0.37,0.32,0.01,South Korea,Sweden,72981,2019
284,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-07-05,2019-07-05,32,0.35,0.31,0.01,Mexico,Germany,494250,2010
285,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2017-02-02,2017-02-02,75,0.24,0.29,0.01,Sweden,China,342446,1997
286,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2023-01-15,2023-01-15,140,0.36,0.22,0.01,Sweden,Sweden,447546,2017
287,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2016-10-29,72,0.37,0.32,0.01,South Korea,Sweden,72981,2019
288,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-02-24,2020-02-24,139,0.26,0.29,0.01,UK,UK,291315,2014
289,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-02-19,2019-02-19,128,0.25,0.3,0.01,Mexico,Mexico,170850,1993
290,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2018-09-03,2018-09-03,82,0.25,0.3,0.01,Mexico,Mexico,170850,1993
291,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2023-03-24,2023-03-24,164,0.31,0.26,0.01,Sweden,China,342446,1997
292,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2018-02-21,2018-02-21,70,0.26,0.35,0.01,UK,Sweden,169318,1991
293,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2016-11-16,2016-11-16,42,0.4,0.22,0.01,UK,UK,291315,2014
294,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2023-06-30,2023-06-30,115,0.23,0.22,0.01,Sweden,China,378616,2002
295,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2021-06-27,2021-06-27,85,0.26,0.31,0.01,Mexico,Mexico,206080,1999
296,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2015-11-14,2015-11-14,72,0.21,0.25,0.01,UK,Sweden,169318,1991
297,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-10-04,2022-10-04,133,0.23,0.22,0.01,Sweden,China,378616,2002
298,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-03-18,2023-03-18,164,0.23,0.22,0.01,Sweden,China,378616,2002
299,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-03-29,2022-03-29,207,0.35,0.31,0.01,Mexico,Germany,494250,2010
300,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-10-04,2021-10-04,169,0.21,0.31,0.01,Mexico,Germany,494250,2010
301,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2022-03-30,2022-03-30,135,0.39,0.29,0.01,UK,UK,126978,2020
302,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-01-14,Missing,119,0.37,0.32,0.01,South Korea,Sweden,72981,2019
303,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2022-10-07,2022-10-07,96,0.36,0.23,0.01,Sweden,Sweden,447546,2017
304,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2015-11-30,2015-11-30,30,0.31,0.26,0.01,Sweden,China,342446,1997
305,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,2,2019-08-04,2019-08-04,20,0.39,0.22,0.01,Mexico,Mexico,170850,1993
306,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,Missing,2022-04-12,40,0.36,0.34,0.01,Sweden,China,378616,2002
307,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2015-10-02,2015-10-02,74,0.31,0.26,0.01,Sweden,China,342446,1997
308,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2020-08-13,2020-08-13,163,0.39,0.29,0.01,UK,UK,126978,2020
309,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2018-06-15,2018-06-15,45,0.35,0.27,0.01,Mexico,Germany,494250,2010
310,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2018-03-18,2018-03-18,17,0.21,0.31,0.01,Mexico,Germany,494250,2010
311,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-03-21,2018-03-21,111,0.24,0.29,0.01,Sweden,China,342446,1997
312,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2018-02-03,2018-02-03,19,0.36,0.23,0.01,Sweden,Sweden,447546,2017
313,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2016-07-10,2016-07-10,70,0.36,0.34,0.01,Sweden,China,378616,2002
314,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-02-13,2023-02-13,22,0.25,0.3,0.01,Mexico,Mexico,170850,1993
315,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-09-09,2017-09-09,36,0.24,0.29,0.01,Sweden,China,342446,1997
316,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-02-21,2022-02-21,39,0.23,0.22,0.01,Sweden,China,378616,2002
317,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-07-13,2016-07-13,32,0.21,0.31,0.01,Mexico,Germany,494250,2010
318,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-10-03,2022-10-03,115,0.37,0.31,0.01,Germany,USA,498290,1998
319,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2021-09-17,2021-09-17,259,0.36,0.34,0.01,Sweden,China,378616,2002
320,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-06-27,2015-06-27,77,0.33,0.26,0.01,Mexico,Japan,150730,2002
321,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2023-09-12,2023-09-12,51,0.37,0.24,0.01,Japan,Sweden,300990,2015
322,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2023-10-03,2023-10-03,136,0.36,0.23,0.01,Sweden,Sweden,447546,2017
323,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-12-06,2023-12-06,123,0.37,0.24,0.01,Japan,Sweden,300990,2015
324,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2018-11-23,Missing,161,0.36,0.22,0.01,Sweden,Sweden,447546,2017
325,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-08-20,2020-08-20,120,0.26,0.29,0.01,UK,UK,291315,2014
326,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2015-02-06,2015-02-06,72,0.24,0.29,0.01,Sweden,China,342446,1997
327,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2020-07-16,2020-07-16,106,0.26,0.31,0.01,Mexico,Mexico,206080,1999
328,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2015-07-15,63,0.35,0.27,0.01,Mexico,Germany,494250,2010
329,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2023-01-16,2023-01-16,163,0.36,0.22,0.01,Sweden,Sweden,447546,2017
330,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2018-08-10,2018-08-10,24,0.21,0.31,0.01,Mexico,Germany,494250,2010
331,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,2,2016-08-15,2016-08-15,69,0.23,0.22,0.01,Sweden,China,378616,2002
332,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2019-01-08,2019-01-08,77,0.29,0.29,0.01,South Korea,China,107624,1995
333,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-03-20,2016-03-20,85,0.35,0.31,0.01,Mexico,Germany,494250,2010
334,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2018-10-04,2018-10-04,19,0.35,0.31,0.01,Mexico,Germany,494250,2010
335,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-03-27,2021-03-27,29,0.26,0.35,0.01,UK,Sweden,169318,1991
