,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales,Efficiency,Drag_Coefficient,Tire_Rolling_Resistance
203,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2022-12-11,2022-12-11,95,0.23,0.27,0.01
204,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2017-12-30,2017-12-30,73,0.34,0.26,0.01
205,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-11-06,2015-11-06,103,0.29,0.29,0.01
206,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-01-18,2021-01-18,172,0.29,0.29,0.01
207,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-06-08,2018-06-08,31,0.23,0.27,0.01
208,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-11-15,2019-11-15,93,0.37,0.32,0.01
209,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2016-02-15,2016-02-15,96,0.36,0.34,0.01
210,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-10-26,2015-10-26,66,0.39,0.22,0.01
211,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2018-01-15,2018-01-15,82,0.36,0.22,0.01
212,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-09-13,2021-09-13,114,0.21,0.31,0.01
213,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-05-25,2016-05-25,71,0.29,0.29,0.01
214,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,Missing,2022-07-28,148,0.34,0.26,0.01
215,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-03-21,2020-03-21,97,0.26,0.29,0.01
216,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-03-12,2019-03-12,42,0.37,0.32,0.01
217,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2016-06-20,2016-06-20,83,0.39,0.22,0.01
218,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,7,2022-03-13,2022-03-13,109,0.26,0.35,0.01
219,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,7,2022-01-06,2022-01-06,144,0.23,0.27,0.01
220,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-12-08,2016-12-08,116,0.21,0.25,0.01
221,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2023-12-19,2023-12-19,30,0.21,0.25,0.01
222,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-10-26,2021-10-26,111,0.26,0.35,0.01
223,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2021-02-14,2021-02-14,126,0.23,0.22,0.01
224,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2022-11-16,2022-11-16,37,0.31,0.26,0.01
225,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-11-20,2018-11-20,65,0.23,0.27,0.01
226,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2022-03-07,2022-03-07,174,0.39,0.22,0.01
227,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-02-15,2023-02-15,222,0.31,0.26,0.01
228,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-06-19,2016-06-19,65,0.29,0.29,0.01
229,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-06-12,2023-06-12,215,0.31,0.26,0.01
230,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-09-26,2022-09-26,138,0.35,0.25,0.01
231,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2022-07-15,2022-07-15,150,0.35,0.31,0.01
232,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2018-10-26,2018-10-26,33,0.37,0.32,0.01
233,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2022-09-21,2022-09-21,42,0.26,0.35,0.01
234,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-11-26,2020-11-26,112,0.39,0.29,0.01
235,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2021-08-07,Missing,29,0.39,0.29,0.01
236,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2016-05-15,2016-05-15,71,0.4,0.22,0.01
237,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2015-05-16,2015-05-16,60,0.21,0.31,0.01
238,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,2017-12-10,2017-12-10,94,0.36,0.23,0.01
239,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,2,2022-07-28,2022-07-28,126,0.4,0.22,0.01
240,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-12-30,2015-12-30,90,0.26,0.31,0.01
241,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2022-02-09,2022-02-09,102,0.29,0.29,0.01
242,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2015-03-22,2015-03-22,95,0.29,0.29,0.01
243,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2015-06-20,2015-06-20,13,0.26,0.29,0.01
244,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-10-16,2019-10-16,138,0.34,0.26,0.01
245,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-12-01,2023-12-01,137,0.36,0.34,0.01
246,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2018-08-16,2018-08-16,102,0.39,0.29,0.01
247,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2016-11-19,2016-11-19,87,0.25,0.3,0.01
248,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-08-11,2018-08-11,91,0.26,0.35,0.01
249,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-07-23,2015-07-23,71,0.35,0.25,0.01
250,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-03-26,2020-03-26,115,0.37,0.32,0.01
251,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2017-11-19,2017-11-19,31,0.37,0.31,0.01
252,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-12-02,2015-12-02,105,0.26,0.35,0.01
253,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2017-01-17,2017-01-17,63,0.26,0.29,0.01
254,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2022-11-21,2022-11-21,216,0.26,0.35,0.01
255,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2019-05-06,2019-05-06,101,0.34,0.26,0.01
256,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-04-26,2017-04-26,31,0.37,0.24,0.01
257,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-01-12,2020-01-12,87,0.35,0.27,0.01
258,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2017-06-22,2017-06-22,68,0.37,0.32,0.01
259,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2018-11-14,2018-11-14,28,0.39,0.22,0.01
260,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-02-12,2021-02-12,97,0.21,0.31,0.01
261,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2020-11-19,2020-11-19,185,0.26,0.35,0.01
262,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-04-27,Missing,108,0.29,0.29,0.01
263,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-07-09,2021-07-09,207,0.29,0.29,0.01
264,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-11-23,2022-11-23,122,0.34,0.26,0.01
265,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-04-24,2022-04-24,205,0.36,0.34,0.01
266,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2016-01-22,2016-01-22,59,0.4,0.22,0.01
267,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2022-10-18,2022-10-18,224,0.25,0.3,0.01
268,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2022-08-07,2022-08-07,109,0.37,0.31,0.01
269,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,2,2018-02-12,2018-02-12,86,0.34,0.26,0.01
270,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2019-02-04,2019-02-04,83,0.37,0.24,0.01
271,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2020-12-27,2020-12-27,31,0.39,0.29,0.01
272,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-08-23,2016-08-23,101,0.35,0.31,0.01
273,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-04-10,2016-04-10,94,0.29,0.29,0.01
274,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2019-06-17,2019-06-17,132,0.39,0.22,0.01
275,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2015-10-30,2015-10-30,89,0.4,0.22,0.01
276,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2017-12-22,2017-12-22,98,0.26,0.35,0.01
277,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,Missing,2020-05-21,110,0.25,0.3,0.01
278,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2017-04-13,2017-04-13,91,0.26,0.35,0.01
279,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-10-15,2015-10-15,75,0.35,0.31,0.01
280,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,Missing,2021-07-25,128,0.23,0.22,0.01
281,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2023-11-19,2023-11-19,117,0.35,0.25,0.01
282,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-07-01,2022-07-01,40,0.39,0.29,0.01
283,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-05-08,Missing,35,0.37,0.32,0.01
284,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-07-05,2019-07-05,32,0.35,0.31,0.01
285,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2017-02-02,2017-02-02,75,0.24,0.29,0.01
286,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2023-01-15,2023-01-15,140,0.36,0.22,0.01
287,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2016-10-29,72,0.37,0.32,0.01
288,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-02-24,2020-02-24,139,0.26,0.29,0.01
289,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-02-19,2019-02-19,128,0.25,0.3,0.01
290,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2018-09-03,2018-09-03,82,0.25,0.3,0.01
291,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2023-03-24,2023-03-24,164,0.31,0.26,0.01
292,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2018-02-21,2018-02-21,70,0.26,0.35,0.01
293,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2016-11-16,2016-11-16,42,0.4,0.22,0.01
294,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2023-06-30,2023-06-30,115,0.23,0.22,0.01
295,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2021-06-27,2021-06-27,85,0.26,0.31,0.01
296,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2015-11-14,2015-11-14,72,0.21,0.25,0.01
297,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-10-04,2022-10-04,133,0.23,0.22,0.01
298,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-03-18,2023-03-18,164,0.23,0.22,0.01
299,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-03-29,2022-03-29,207,0.35,0.31,0.01
300,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-10-04,2021-10-04,169,0.21,0.31,0.01
301,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2022-03-30,2022-03-30,135,0.39,0.29,0.01
302,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-01-14,Missing,119,0.37,0.32,0.01
303,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2022-10-07,2022-10-07,96,0.36,0.23,0.01
304,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2015-11-30,2015-11-30,30,0.31,0.26,0.01
305,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,2,2019-08-04,2019-08-04,20,0.39,0.22,0.01
306,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,Missing,2022-04-12,40,0.36,0.34,0.01
307,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2015-10-02,2015-10-02,74,0.31,0.26,0.01
308,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2020-08-13,2020-08-13,163,0.39,0.29,0.01
309,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2018-06-15,2018-06-15,45,0.35,0.27,0.01
310,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2018-03-18,2018-03-18,17,0.21,0.31,0.01
311,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-03-21,2018-03-21,111,0.24,0.29,0.01
312,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2018-02-03,2018-02-03,19,0.36,0.23,0.01
313,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2016-07-10,2016-07-10,70,0.36,0.34,0.01
314,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-02-13,2023-02-13,22,0.25,0.3,0.01
315,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-09-09,2017-09-09,36,0.24,0.29,0.01
316,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-02-21,2022-02-21,39,0.23,0.22,0.01
317,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-07-13,2016-07-13,32,0.21,0.31,0.01
318,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-10-03,2022-10-03,115,0.37,0.31,0.01
319,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2021-09-17,2021-09-17,259,0.36,0.34,0.01
320,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-06-27,2015-06-27,77,0.33,0.26,0.01
321,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2023-09-12,2023-09-12,51,0.37,0.24,0.01
322,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2023-10-03,2023-10-03,136,0.36,0.23,0.01
323,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-12-06,2023-12-06,123,0.37,0.24,0.01
324,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2018-11-23,Missing,161,0.36,0.22,0.01
325,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-08-20,2020-08-20,120,0.26,0.29,0.01
326,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2015-02-06,2015-02-06,72,0.24,0.29,0.01
327,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2020-07-16,2020-07-16,106,0.26,0.31,0.01
328,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2015-07-15,63,0.35,0.27,0.01
329,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2023-01-16,2023-01-16,163,0.36,0.22,0.01
330,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2018-08-10,2018-08-10,24,0.21,0.31,0.01
331,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,2,2016-08-15,2016-08-15,69,0.23,0.22,0.01
332,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2019-01-08,2019-01-08,77,0.29,0.29,0.01
333,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-03-20,2016-03-20,85,0.35,0.31,0.01
334,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2018-10-04,2018-10-04,19,0.35,0.31,0.01
335,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-03-27,2021-03-27,29,0.26,0.35,0.01
336,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2022-10-01,2022-10-01,130,0.35,0.25,0.01
337,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-06-08,2022-06-08,156,0.36,0.22,0.01
338,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-08-25,2023-08-25,176,0.36,0.34,0.01
339,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2016-06-16,2016-06-16,90,0.26,0.31,0.01
340,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,2,2022-07-11,2022-07-11,88,0.37,0.31,0.01
341,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2015-09-29,2015-09-29,111,0.25,0.3,0.01
342,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2023-10-29,2023-10-29,209,0.39,0.29,0.01
343,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-11-17,2019-11-17,98,0.34,0.26,0.01
344,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2015-12-07,2015-12-07,80,0.26,0.35,0.01
345,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-06-12,2023-06-12,117,0.25,0.3,0.01
346,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-02-12,2018-02-12,86,0.37,0.24,0.01
347,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2015-09-19,2015-09-19,67,0.36,0.23,0.01
348,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-12-26,2016-12-26,27,0.37,0.31,0.01
349,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-08-13,2016-08-13,98,0.23,0.22,0.01
350,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2017-12-02,2017-12-02,96,0.36,0.34,0.01
351,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-03-23,2015-03-23,12,0.26,0.31,0.01
352,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-04-23,2016-04-23,16,0.35,0.31,0.01
353,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-03-10,2016-03-10,18,0.37,0.31,0.01
354,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,Missing,2020-10-23,37,0.36,0.23,0.01
355,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2021-10-08,2021-10-08,141,0.36,0.22,0.01
356,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2020-11-06,2020-11-06,91,0.33,0.26,0.01
357,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2022-06-15,2022-06-15,202,0.21,0.31,0.01
358,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2018-02-02,2018-02-02,116,0.33,0.26,0.01
359,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-07-13,2023-07-13,47,0.25,0.3,0.01
360,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-08-23,2020-08-23,118,0.23,0.27,0.01
361,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-12-15,2021-12-15,175,0.29,0.29,0.01
362,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-08-03,Missing,133,0.34,0.26,0.01
363,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-11-13,2022-11-13,48,0.39,0.29,0.01
364,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-10-10,2021-10-10,118,0.4,0.22,0.01
365,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2019-01-06,2019-01-06,68,0.35,0.27,0.01
366,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,2,2015-07-02,2015-07-02,29,0.23,0.22,0.01
367,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2015-10-20,2015-10-20,64,0.4,0.22,0.01
368,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2018-03-31,2018-03-31,19,0.35,0.27,0.01
369,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2015-08-19,2015-08-19,85,0.37,0.31,0.01
370,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-07-30,2017-07-30,79,0.25,0.3,0.01
371,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-08-01,2017-08-01,14,0.23,0.22,0.01
372,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2018-05-26,2018-05-26,89,0.21,0.25,0.01
373,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2020-08-29,2020-08-29,45,0.35,0.31,0.01
374,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-10-09,2021-10-09,133,0.23,0.27,0.01
375,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-05-25,2023-05-25,83,0.4,0.22,0.01
376,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2020-10-20,2020-10-20,125,0.36,0.23,0.01
377,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-08-26,2022-08-26,132,0.24,0.29,0.01
378,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-06-06,2020-06-06,113,0.35,0.27,0.01
379,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2019-08-14,2019-08-14,17,0.29,0.29,0.01
380,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-07-16,2016-07-16,34,0.29,0.29,0.01
381,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2021-07-30,2021-07-30,149,0.25,0.3,0.01
382,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2022-05-23,38,0.35,0.27,0.01
383,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2016-10-01,2016-10-01,119,0.37,0.32,0.01
384,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-09-19,2022-09-19,44,0.4,0.22,0.01
385,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-06-02,2016-06-02,86,0.23,0.22,0.01
386,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-07-20,2020-07-20,110,0.39,0.29,0.01
387,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2017-11-09,2017-11-09,82,0.29,0.29,0.01
388,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2018-06-27,2018-06-27,91,0.33,0.26,0.01
389,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-07-05,2015-07-05,76,0.35,0.31,0.01
390,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-09-30,2018-09-30,113,0.24,0.29,0.01
391,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2016-06-22,2016-06-22,18,0.26,0.29,0.01
392,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-03-02,2021-03-02,22,0.37,0.24,0.01
393,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-12-14,2018-12-14,170,0.35,0.25,0.01
394,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2021-10-27,2021-10-27,92,0.35,0.31,0.01
395,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-04-08,2019-04-08,133,0.35,0.31,0.01
396,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,2,2018-06-25,2018-06-25,113,0.37,0.24,0.01
397,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,Missing,2019-03-13,38,0.24,0.29,0.01
398,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-12-13,2020-12-13,144,0.26,0.29,0.01
399,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-01-30,2019-01-30,88,0.23,0.27,0.01
400,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2022-08-10,2022-08-10,116,0.21,0.31,0.01
401,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-01-05,2020-01-05,107,0.37,0.31,0.01
402,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-08-04,2023-08-04,106,0.31,0.26,0.01
403,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,Missing,2021-05-26,48,0.36,0.23,0.01
404,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-06-23,2017-06-23,19,0.23,0.22,0.01
405,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2018-05-21,2018-05-21,108,0.36,0.22,0.01
406,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-07-15,2021-07-15,106,0.31,0.26,0.01
407,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2023-09-15,2023-09-15,177,0.29,0.29,0.01
408,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-08-12,2021-08-12,88,0.37,0.24,0.01
