,Brand,Model,Range,Price,Battery_Capacity,Charging_Speed,Acceleration,Top_Speed,Seating_Capacity,Launch_Date,Date,Sales
259,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-08-11,2018-08-11,91
260,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2015-07-23,2015-07-23,71
261,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2020-03-26,2020-03-26,115
262,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2017-11-19,2017-11-19,31
263,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2015-12-02,2015-12-02,105
264,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2017-01-17,2017-01-17,63
265,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2022-11-21,2022-11-21,216
266,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2019-05-06,2019-05-06,101
267,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2017-04-26,2017-04-26,31
268,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-01-12,2020-01-12,87
269,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2017-06-22,2017-06-22,68
270,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2018-11-14,2018-11-14,28
271,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-02-12,2021-02-12,97
273,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2020-11-19,2020-11-19,185
274,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-04-27,Missing,108
275,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-07-09,2021-07-09,207
276,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-11-23,2022-11-23,122
277,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-04-24,2022-04-24,205
278,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2016-01-22,2016-01-22,59
279,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,2,2022-10-18,2022-10-18,224
280,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2022-08-07,2022-08-07,109
281,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,2,2018-02-12,2018-02-12,86
282,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2019-02-04,2019-02-04,83
284,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,2,2020-12-27,2020-12-27,31
285,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-08-23,2016-08-23,101
286,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-04-10,2016-04-10,94
287,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2019-06-17,2019-06-17,132
288,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,4,2015-10-30,2015-10-30,89
289,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2017-12-22,2017-12-22,98
290,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,Missing,2020-05-21,110
291,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2017-04-13,2017-04-13,91
292,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-10-15,2015-10-15,75
293,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,Missing,2021-07-25,128
294,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2023-11-19,2023-11-19,117
295,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-07-01,2022-07-01,40
296,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-05-08,Missing,35
297,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-07-05,2019-07-05,32
298,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,4,2017-02-02,2017-02-02,75
299,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2023-01-15,2023-01-15,140
300,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,Missing,2016-10-29,72
301,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-02-24,2020-02-24,139
302,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2019-02-19,2019-02-19,128
303,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,4,2018-09-03,2018-09-03,82
304,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2023-03-24,2023-03-24,164
305,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2018-02-21,2018-02-21,70
306,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2016-11-16,2016-11-16,42
307,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,7,2023-06-30,2023-06-30,115
308,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2021-06-27,2021-06-27,85
309,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,7,2015-11-14,2015-11-14,72
310,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-10-04,2022-10-04,133
311,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-03-18,2023-03-18,164
312,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2022-03-29,2022-03-29,207
313,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-10-04,2021-10-04,169
314,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2022-03-30,2022-03-30,135
315,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-01-14,Missing,119
316,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2022-10-07,2022-10-07,96
317,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2015-11-30,2015-11-30,30
318,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,2,2019-08-04,2019-08-04,20
319,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,Missing,2022-04-12,40
320,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2015-10-02,2015-10-02,74
321,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2020-08-13,2020-08-13,163
322,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2018-06-15,2018-06-15,45
323,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,4,2018-03-18,2018-03-18,17
324,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-03-21,2018-03-21,111
325,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,7,2018-02-03,2018-02-03,19
326,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2016-07-10,2016-07-10,70
327,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-02-13,2023-02-13,22
328,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2017-09-09,2017-09-09,36
329,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2022-02-21,2022-02-21,39
330,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2016-07-13,2016-07-13,32
331,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-10-03,2022-10-03,115
332,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2021-09-17,2021-09-17,259
333,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2015-06-27,2015-06-27,77
334,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,7,2023-09-12,2023-09-12,51
335,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2023-10-03,2023-10-03,136
336,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2023-12-06,2023-12-06,123
337,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,7,2018-11-23,Missing,161
338,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-08-20,2020-08-20,120
339,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2015-02-06,2015-02-06,72
340,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,7,2020-07-16,2020-07-16,106
341,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2015-07-15,63
342,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2023-01-16,2023-01-16,163
343,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2018-08-10,2018-08-10,24
344,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,2,2016-08-15,2016-08-15,69
345,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2019-01-08,2019-01-08,77
346,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-03-20,2016-03-20,85
347,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2018-10-04,2018-10-04,19
348,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2021-03-27,2021-03-27,29
349,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2022-10-01,2022-10-01,130
350,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-06-08,2022-06-08,156
351,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2023-08-25,2023-08-25,176
352,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2016-06-16,2016-06-16,90
353,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,2,2022-07-11,2022-07-11,88
354,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2015-09-29,2015-09-29,111
356,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,4,2023-10-29,2023-10-29,209
357,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2019-11-17,2019-11-17,98
358,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,4,2015-12-07,2015-12-07,80
359,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-06-12,2023-06-12,117
360,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-02-12,2018-02-12,86
361,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2015-09-19,2015-09-19,67
362,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-12-26,2016-12-26,27
363,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-08-13,2016-08-13,98
364,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2017-12-02,2017-12-02,96
365,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2015-03-23,2015-03-23,12
366,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2016-04-23,2016-04-23,16
367,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-03-10,2016-03-10,18
368,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,Missing,2020-10-23,37
369,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2021-10-08,2021-10-08,141
370,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2020-11-06,2020-11-06,91
372,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2022-06-15,2022-06-15,202
373,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2018-02-02,2018-02-02,116
374,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2023-07-13,2023-07-13,47
375,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2020-08-23,2020-08-23,118
376,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2021-12-15,2021-12-15,175
377,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2022-08-03,Missing,133
378,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2022-11-13,2022-11-13,48
379,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-10-10,2021-10-10,118
380,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2019-01-06,2019-01-06,68
381,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,2,2015-07-02,2015-07-02,29
382,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2015-10-20,2015-10-20,64
383,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,4,2018-03-31,2018-03-31,19
384,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2015-08-19,2015-08-19,85
385,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-07-30,2017-07-30,79
386,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-08-01,2017-08-01,14
387,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,4,2018-05-26,2018-05-26,89
388,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2020-08-29,2020-08-29,45
389,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2021-10-09,2021-10-09,133
390,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2023-05-25,2023-05-25,83
391,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2020-10-20,2020-10-20,125
392,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2022-08-26,2022-08-26,132
393,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2020-06-06,2020-06-06,113
394,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2019-08-14,2019-08-14,17
395,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-07-16,2016-07-16,34
396,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,7,2021-07-30,2021-07-30,149
397,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,Missing,2022-05-23,38
398,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2016-10-01,2016-10-01,119
399,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2022-09-19,2022-09-19,44
400,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-06-02,2016-06-02,86
401,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-07-20,2020-07-20,110
402,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,4,2017-11-09,2017-11-09,82
403,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,4,2018-06-27,2018-06-27,91
404,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2015-07-05,2015-07-05,76
405,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2018-09-30,2018-09-30,113
406,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2016-06-22,2016-06-22,18
407,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-03-02,2021-03-02,22
409,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2018-12-14,2018-12-14,170
410,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2021-10-27,2021-10-27,92
411,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-04-08,2019-04-08,133
413,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,2,2018-06-25,2018-06-25,113
414,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,Missing,2019-03-13,38
415,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,5,2020-12-13,2020-12-13,144
416,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2019-01-30,2019-01-30,88
417,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2022-08-10,2022-08-10,116
418,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2020-01-05,2020-01-05,107
419,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2023-08-04,2023-08-04,106
420,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,4,Missing,2021-05-26,48
421,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2017-06-23,2017-06-23,19
422,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2018-05-21,2018-05-21,108
423,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,5,2021-07-15,2021-07-15,106
424,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2023-09-15,2023-09-15,177
425,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-08-12,2021-08-12,88
426,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2019-03-09,2019-03-09,95
427,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,2,2019-05-27,2019-05-27,95
428,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2016-12-25,2016-12-25,71
429,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2019-06-04,2019-06-04,136
430,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2022-01-04,2022-01-04,137
431,Volkswagen,ID.Buzz,245.0,60210.69,31.3,4.55,1.84,38.75,4,2015-09-15,2015-09-15,63
432,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2023-07-04,2023-07-04,227
433,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,4,2020-10-22,2020-10-22,84
434,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,2,2017-07-29,2017-07-29,87
435,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,Missing,Missing,40
436,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2021-02-16,2021-02-16,20
437,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2016-06-21,2016-06-21,19
438,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-07-29,2022-07-29,24
439,Nissan,Leaf,263.0,61635.17,15.58,9.42,1.17,49.6,5,2016-05-11,2016-05-11,106
440,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2018-10-14,2018-10-14,156
441,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2015-12-25,2015-12-25,71
442,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2018-05-15,2018-05-15,82
443,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,2021-08-26,2021-08-26,117
444,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2022-06-30,2022-06-30,41
445,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2019-05-15,2019-05-15,124
446,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2021-07-18,2021-07-18,106
447,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2021-01-03,2021-01-03,86
448,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,5,2019-12-07,2019-12-07,18
449,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2018-07-07,2018-07-07,92
450,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-08-31,2016-08-31,106
451,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,4,2021-10-06,2021-10-06,108
452,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2018-01-05,2018-01-05,97
453,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2015-11-27,2015-11-27,26
455,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2020-07-05,2020-07-05,107
456,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,7,2018-01-26,Missing,90
458,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,7,2017-09-07,2017-09-07,16
459,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2016-05-02,2016-05-02,61
460,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2023-09-22,2023-09-22,197
461,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2017-11-07,2017-11-07,34
462,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2018-08-01,2018-08-01,75
463,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2018-05-30,2018-05-30,43
464,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2021-02-03,2021-02-03,123
465,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,4,Missing,2020-04-20,33
466,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,4,2021-01-07,Missing,128
467,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2015-09-19,2015-09-19,16
468,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,4,2021-01-19,2021-01-19,103
469,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2020-03-27,2020-03-27,131
470,Audi,Q4 e-tron,262.0,59633.88,31.12,25.26,1.73,34.21,5,2019-07-25,2019-07-25,117
471,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2021-10-07,2021-10-07,108
472,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,4,2022-07-10,Missing,133
473,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2020-09-13,2020-09-13,148
474,Kia,Niro,316.0,58513.03,31.7,12.06,1.85,47.07,5,2021-01-24,2021-01-24,19
475,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2021-04-07,2021-04-07,125
476,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,7,2022-07-09,Missing,96
477,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,2,Missing,2020-04-07,110
478,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2018-04-07,2018-04-07,87
479,Rivian,R1T,321.0,60736.87,31.43,22.2,2.02,28.46,5,2020-10-03,2020-10-03,100
480,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2020-08-04,2020-08-04,107
481,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2019-07-27,2019-07-27,24
482,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,2,2017-12-24,2017-12-24,107
483,Tesla,2,280.0,60193.28,27.42,26.72,1.82,51.53,5,2023-02-22,2023-02-22,142
484,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,Missing,Missing,66
485,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2019-09-03,2019-09-03,119
486,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2023-06-08,Missing,133
487,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2022-12-16,2022-12-16,161
488,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2015-12-24,2015-12-24,93
489,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2021-10-25,Missing,173
490,Kia,EV6,264.0,61211.46,33.97,4.8,0.87,32.3,5,2017-06-30,2017-06-30,133
491,Chevrolet,Silverado EV,281.0,59269.18,38.23,20.56,1.68,56.03,5,2016-03-29,2016-03-29,83
492,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2017-10-13,2017-10-13,144
493,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2022-12-13,2022-12-13,123
494,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2018-01-17,2018-01-17,35
495,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,4,2016-09-14,Missing,34
496,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2022-04-30,2022-04-30,128
497,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,5,2019-02-01,2019-02-01,32
498,Mercedes-Benz,EQE,311.0,60630.78,27.45,0.01,1.99,48.47,5,Missing,2020-07-08,151
499,Hyundai,Kona,302.0,59429.57,27.81,10.26,2.01,8.39,5,2016-11-08,2016-11-08,18
500,Jaguar,I-PACE,292.0,60894.55,25.28,36.19,1.97,56.5,5,2022-11-05,2022-11-05,127
501,Audi,e-tron,282.0,60666.36,29.92,15.36,1.12,23.94,4,2015-04-07,2015-04-07,69
502,Volkswagen,ID.4,247.0,59783.72,31.61,21.43,2.02,57.81,5,2016-02-18,2016-02-18,95
503,BMW,iX,282.0,62657.81,41.83,24.68,1.97,40.87,5,2015-06-21,2015-06-21,21
504,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2016-12-27,2016-12-27,64
505,Chevrolet,Bolt,339.0,59656.33,36.97,16.72,1.94,50.15,5,2022-08-08,2022-08-08,181
506,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2018-01-22,2018-01-22,33
507,BMW,i3,340.0,59324.29,37.62,2.73,2.33,32.36,5,2017-06-05,2017-06-05,79
508,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2020-03-30,2020-03-30,40
509,Nissan,Ariya,326.0,60650.59,31.27,0.16,2.17,31.59,5,2017-01-01,2017-01-01,35
510,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,4,2020-03-26,2020-03-26,43
511,Hyundai,Ioniq 5,286.0,60385.15,35.78,1.47,1.27,35.28,5,2016-05-28,2016-05-28,88
512,Tesla,Model Y,315.0,59107.69,25.37,15.8,1.62,33.58,4,2019-01-21,2019-01-21,130
513,Volvo,XC40 Recharge,294.0,61473.43,34.3,25.19,1.69,52.0,7,2015-12-22,2015-12-22,65
514,Ford,Mach-E,287.0,59811.91,33.38,9.2,2.19,47.57,5,2019-12-06,2019-12-06,88
515,Lucid,Air,266.0,56169.0,36.95,1.15,2.11,49.47,5,2019-05-26,2019-05-26,93
516,Tesla,Model 3,323.0,60234.85,28.08,4.96,1.63,31.32,5,2017-02-18,2017-02-18,19
517,Mercedes-Benz,EQS,338.0,60402.4,29.59,24.75,1.66,32.16,5,2017-07-18,2017-07-18,25
518,Ford,F-150 Lightning,268.0,60121.52,28.63,0.1,2.26,59.59,5,2022-12-04,2022-12-04,119
